"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","short_team_name","injury","total_injuries","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","age","bmi"
"Zach Ertz","Philadelphia Eagles","phi",2015,16,4,1,"groin  concussion hip",1,13,1,0,0,1,0,0,1,0,"PHI","1",3,"TE",2013,2,35,77,250,"1990-11-10",4.76,7.08,24,111,77,249,4.47,30.5,0,25,29.6424354865913
"Andrew Gardner","Philadelphia Eagles","phi",2015,16,13,13,"foot",4,16,0,0,0,0,0,0,0,1,"PHI","1",1,"OL",2009,6,181,79,304,"1986-04-04",4.96,0,0,0,79,304,0,0,1,29,34.2432302515622
"Taylor Hart","Philadelphia Eagles","phi",2015,16,3,2,"shoulder",3,5,0,1,0,0,0,0,0,0,"PHI","1",1,"DEF",2014,5,141,78,305,"1991-02-22",4.92,0,21,0,78,281,0,0,0,24,35.2424391847469
"Jordan Hicks","Philadelphia Eagles","phi",2015,16,8,8,"pectoral",9,16,0,0,1,0,0,0,0,0,"PHI","1",1,"OL",2015,3,84,73,236,"1992-06-27",4.68,6.78,20,124,73,236,4.15,38,1,23,31.1330455995496
"Josh Huff","Philadelphia Eagles","phi",2015,16,4,0,"hamstring knee back concussion",4,12,1,0,1,0,0,0,2,0,"PHI","1",4,"WR",2014,3,86,71,206,"1991-10-14",4.51,0,14,116,71,206,0,35.5,0,24,28.7280301527475
"Malcolm Jenkins","Philadelphia Eagles","phi",2015,16,1,0,"concussion",9,9,1,0,0,0,0,0,0,0,"PHI","1",1,"DEF",2009,1,14,72,204,"1987-12-20",4.51,6.59,15,124,72,204,4.08,33,1,27,27.6643518518519
"Lane Johnson","Philadelphia Eagles","phi",2015,16,4,0,"knee shoulder",5,14,0,1,0,0,0,0,1,0,"PHI","1",2,"OL",2013,1,4,78,325,"1990-05-08",4.72,7.31,28,118,78,303,4.52,34,1,25,37.5534188034188
"Jason Kelce","Philadelphia Eagles","phi",2015,16,2,0,"knee",11,12,0,0,0,0,0,0,1,0,"PHI","1",1,"OL",2011,6,191,75,295,"1987-11-05",4.89,7.22,NA,110,75,280,4.14,30.5,1,28,36.8684444444444
"Dennis Kelly","Philadelphia Eagles","phi",2015,16,2,0,"ankle",12,16,0,0,0,0,0,0,0,1,"PHI","1",1,"OL",2012,5,153,80,321,"1990-01-16",NA,NA,NA,NA,NA,NA,NA,NA,0,25,35.25984375
"Mychal Kendricks","Philadelphia Eagles","phi",2015,16,5,3,"hamstring",3,7,0,0,0,0,0,0,1,0,"PHI","1",1,"DEF",2012,2,46,71,240,"1990-09-28",4.44,NA,24,127,71,239,4.19,39.5,1,25,33.4695496925213
"Bennie Logan","Philadelphia Eagles","phi",2015,16,4,2,"knee calf",13,16,0,0,0,0,0,0,2,0,"PHI","1",2,"DEF",2013,3,67,74,315,"1989-12-28",5.08,7.53,30,104,74,309,4.67,25,1,25,40.4391891891892
"Chris Maragos","Philadelphia Eagles","phi",2015,16,3,1,"hip quadricep",3,5,0,0,0,1,0,0,1,0,"PHI","1",2,"DEF",NA,NA,NA,70,200,"1987-01-06",NA,NA,NA,NA,NA,NA,NA,NA,0,28,28.6938775510204
"Ryan Mathews","Philadelphia Eagles","phi",2015,16,7,3,"groin concussion",6,13,1,0,0,0,0,0,1,0,"PHI","1",2,"RB",2010,1,12,72,220,"1987-10-10",4.37,7,19,121,72,218,4.33,36,1,28,29.8341049382716
"Jordan Matthews","Philadelphia Eagles","phi",2015,16,1,0,"back",14,14,0,0,1,0,0,0,0,0,"PHI","1",1,"WR",2014,2,42,75,215,"1992-07-16",4.46,6.95,21,120,75,212,4.18,35.5,1,23,26.8702222222222
"Byron Maxwell","Philadelphia Eagles","phi",2015,16,4,2,"quadricep ankle shoulder",5,16,0,1,0,0,0,0,1,1,"PHI","1",3,"DEF",2011,6,173,73,207,"1988-02-23",4.43,0,24,124,72,202,0,33,1,27,27.3073747419779
"David Molk","Philadelphia Eagles","phi",2015,16,15,15,"bicep",2,16,0,0,0,0,1,0,0,0,"PHI","1",1,"OL",2012,7,226,72,298,"1988-12-15",5.18,0,41,0,73,298,0,0,0,26,40.4116512345679
"DeMarco Murray","Philadelphia Eagles","phi",2015,16,3,1,"hamstring groin",3,9,0,0,0,0,0,0,2,0,"PHI","1",2,"RB",2011,3,71,73,220,"1988-02-12",4.37,7.28,21,124,72,213,4.18,34.5,0,27,29.022330643648
"Cody Parkey","Philadelphia Eagles","phi",2015,16,13,13,"groin",4,16,0,0,0,0,0,0,1,0,"PHI","1",1,"K",NA,NA,NA,72,190,"1992-02-19",NA,NA,NA,NA,NA,NA,NA,NA,0,23,25.7658179012346
"Jason Peters","Philadelphia Eagles","phi",2015,16,7,2,"quadricep back",4,12,0,0,1,0,0,0,1,0,"PHI","1",2,"OL",NA,NA,NA,76,328,"1982-01-22",4.93,7.7,21,115,76,336,4.75,29,1,33,39.9210526315789
"Eric Rowe","Philadelphia Eagles","phi",2015,16,3,0,"ankle concussion",13,15,1,0,0,0,0,0,0,1,"PHI","1",2,"DEF",2015,2,47,73,205,"1992-10-03",4.45,6.7,19,125,73,205,3.97,39,1,23,27.0435353724901
"DeMeco Ryans","Philadelphia Eagles","phi",2015,16,5,2,"hamstring",7,11,0,0,0,0,0,0,1,0,"PHI","1",1,"DEF",2006,2,33,73,247,"1984-07-28",4.65,7.19,23,129,73,236,4.17,39,1,31,32.584162131732
"Marcus Smith","Philadelphia Eagles","phi",2015,16,3,2,"hamstring",1,14,0,0,0,0,0,0,1,0,"PHI","1",1,"DEF",2014,1,26,75,258,"1992-03-31",4.66,7.48,23,121,75,251,4.47,35,0,23,32.2442666666667
"Caleb Sturgis","Philadelphia Eagles","phi",2015,16,1,0,"righthamstring",16,16,0,0,0,0,0,0,1,0,"PHI","1",1,"K",2013,5,166,69,192,"1989-08-09",4.77,0,0,0,70,188,0,0,0,26,28.3503465658475
"Cedric Thornton","Philadelphia Eagles","phi",2015,16,7,3,"hand ankle",3,14,0,0,0,0,0,1,0,1,"PHI","1",2,"DEF",NA,NA,NA,76,290,"1988-06-21",5.25,7.7,23,101,75,309,4.71,27,1,27,35.2960526315789
"Walter Thurmond","Philadelphia Eagles","phi",2015,16,4,0,"hamstring elbow",10,13,0,0,0,0,1,0,1,0,"PHI","1",2,"DEF",2010,4,111,71,186,"1987-08-12",4.53,0,0,0,71,189,0,0,1,28,25.938901011704
"Matt Tobin","Philadelphia Eagles","phi",2015,16,1,0,"knee",14,14,0,0,0,0,0,0,1,0,"PHI","1",1,"OL",NA,NA,NA,78,310,"1990-06-05",NA,NA,NA,NA,NA,NA,NA,NA,1,25,35.8201840894149
"Jaylen Watkins","Philadelphia Eagles","phi",2015,16,1,1,"shin",16,16,0,0,0,0,0,0,1,0,"PHI","1",1,"DEF",2014,4,101,71,194,"1991-11-27",4.41,NA,22,NA,71,194,NA,NA,0,24,27.0545526681214
"Cortez Allen","Pittsburgh Steelers","pit",2015,16,15,15,"knee",2,16,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2011,4,128,73,196,"1988-10-29",4.5,6.76,18,129,73,197,4.01,35.5,0,27,25.8562582097955
"Will Allen","Pittsburgh Steelers","pit",2015,16,9,3,"concussion ankle notinjuryrelated",2,16,1,0,0,0,0,0,0,1,"PIT","1",2,"DEF",2004,4,111,73,202,"1982-06-17",4.58,0,0,0,72,202,0,0,1,33,26.6477763182586
"Kelvin Beachum","Pittsburgh Steelers","pit",2015,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0,"PIT","1",1,"OL",2012,7,248,75,308,"1989-06-08",5.38,7.79,19,101,75,303,4.8,28.5,1,26,38.4931555555556
"Le'Veon Bell","Pittsburgh Steelers","pit",2015,16,8,8,"knee",9,16,0,0,0,0,0,0,1,0,"PIT","1",1,"RB",2013,2,48,73,225,"1992-02-18",4.6,6.75,24,118,73,230,4.24,31.5,1,23,29.6819290673672
"Antwon Blake","Pittsburgh Steelers","pit",2015,16,2,0,"thumb back",7,16,0,0,1,0,0,1,0,0,"PIT","1",2,"DEF",NA,NA,NA,69,198,"1990-08-09",NA,NA,NA,NA,NA,NA,NA,NA,1,25,29.2362948960302
"Brandon Boykin","Pittsburgh Steelers","pit",2015,16,2,0,"groin ankle",2,11,0,0,0,0,0,0,1,1,"PIT","1",2,"DEF",2012,4,123,69,183,"1990-07-13",4.44,0,0,0,69,182,0,0,1,25,27.0214240705734
"Martavis Bryant","Pittsburgh Steelers","pit",2015,16,3,0,"illness hip",9,16,0,0,0,1,0,0,0,0,"PIT","1",1,"WR",2014,4,118,76,210,"1991-12-20",4.42,7.18,16,124,76,211,4.15,39,1,23,25.5592105263158
"Bud Dupree","Pittsburgh Steelers","pit",2015,16,1,0,"back",14,14,0,0,1,0,0,0,0,0,"PIT","1",1,"DEF",2015,1,22,76,269,"1993-02-12",4.56,NA,NA,138,76,269,NA,42,1,22,32.7401315789474
"Terence Garvin","Pittsburgh Steelers","pit",2015,16,4,3,"knee",8,11,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",NA,NA,NA,75,242,"1991-01-01",NA,NA,NA,NA,NA,NA,NA,NA,0,24,30.2446222222222
"William Gay","Pittsburgh Steelers","pit",2015,16,8,0,"notinjuryrelated shoulder concussion",3,16,1,1,0,0,0,0,0,0,"PIT","1",2,"DEF",2007,5,170,70,187,"1985-01-01",NA,NA,NA,NA,NA,NA,NA,NA,1,30,26.8287755102041
"Marcus Gilbert","Pittsburgh Steelers","pit",2015,16,1,0,"toe",10,10,0,0,0,0,0,0,0,1,"PIT","1",1,"OL",2011,2,63,78,330,"1988-02-15",5.41,0,30,0,78,330,0,0,1,27,38.1311637080868
"Doran Grant","Pittsburgh Steelers","pit",2015,16,1,1,"groin",16,16,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2015,4,121,70,196,"1992-11-30",4.44,0,21,116,70,200,4.33,33,0,23,28.12
"James Harrison","Pittsburgh Steelers","pit",2015,16,12,1,"thumb illness notinjuryrelated knee",4,16,0,0,0,0,0,1,1,0,"PIT","1",2,"DEF",NA,NA,NA,72,242,"1978-05-04",NA,NA,NA,NA,NA,NA,NA,NA,0,37,32.8175154320988
"Cameron Heyward","Pittsburgh Steelers","pit",2015,16,1,0,"elbow",3,3,0,0,0,0,1,0,0,0,"PIT","1",1,"DEF",2011,1,31,77,295,"1989-05-06",4.95,NA,NA,NA,77,294,NA,30,1,26,34.9780738741778
"Darrius Heyward-Bey","Pittsburgh Steelers","pit",2015,16,1,0,"hamstring",10,10,0,0,0,0,0,0,1,0,"PIT","1",1,"WR",2009,1,7,74,210,"1987-02-26",4.3,6.8,16,126,74,210,4.18,38.5,0,28,26.9594594594595
"Will Johnson","Pittsburgh Steelers","pit",2015,16,1,0,"back",10,10,0,0,1,0,0,0,0,0,"PIT","1",1,"RB",NA,NA,NA,74,238,"1989-11-14",NA,NA,NA,NA,NA,NA,NA,NA,0,26,30.5540540540541
"Jarvis Jones","Pittsburgh Steelers","pit",2015,16,2,1,"hip",6,7,0,0,0,1,0,0,0,0,"PIT","1",1,"OL",2013,1,17,74,245,"1989-10-13",4.74,0,0,0,74,245,0,0,1,26,31.4527027027027
"Landry Jones","Pittsburgh Steelers","pit",2015,16,2,2,"concussion",1,2,1,0,0,0,0,0,0,0,"PIT","1",1,"QB",2013,4,115,76,225,"1989-04-04",5.11,7.12,0,115,76,225,4.3,31,0,26,27.3848684210526
"Doug Legursky","Pittsburgh Steelers","pit",2015,16,1,0,"back",6,6,0,0,1,0,0,0,0,0,"PIT","1",1,"OL",NA,NA,NA,73,323,"1986-06-09",NA,NA,NA,NA,NA,NA,NA,NA,0,29,42.610058172265
"Daniel McCullers","Pittsburgh Steelers","pit",2015,16,3,3,"knee",3,5,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2014,6,215,79,352,"1992-08-11",5.18,NA,27,97,79,352,NA,20.5,0,23,39.6500560807563
"Steve McLendon","Pittsburgh Steelers","pit",2015,16,1,0,"elbow",10,10,0,0,0,0,1,0,0,0,"PIT","1",1,"DEF",NA,NA,NA,75,310,"1986-01-03",NA,NA,NA,NA,NA,NA,NA,NA,0,29,38.7431111111111
"Heath Miller","Pittsburgh Steelers","pit",2015,16,7,1,"notinjuryrelated rib",8,16,0,0,1,0,0,0,0,0,"PIT","1",1,"TE",2005,1,30,77,256,"1982-10-22",4.79,0,0,0,77,256,0,0,1,33,30.3538539382695
"Mike Mitchell","Pittsburgh Steelers","pit",2015,16,6,0,"hip concussion knee shoulder",2,16,1,1,0,1,0,0,1,0,"PIT","1",4,"DEF",2009,2,47,73,221,"1987-06-10",NA,NA,NA,NA,NA,NA,NA,NA,1,28,29.1542503283918
"Ben Roethlisberger","Pittsburgh Steelers","pit",2015,16,8,4,"knee foot concussion illness",4,16,1,0,0,0,0,0,1,1,"PIT","1",3,"QB",2004,1,11,77,240,"1982-03-02",4.75,NA,NA,NA,77,241,NA,NA,1,33,28.4567380671277
"Ryan Shazier","Pittsburgh Steelers","pit",2015,16,11,4,"knee shoulder concussion notinjuryrelated",2,16,1,1,0,0,0,0,1,0,"PIT","1",3,"OL",2014,1,15,73,230,"1992-09-06",4.58,6.91,25,130,73,237,4.21,42,1,23,30.3415274910865
"Matt Spaeth","Pittsburgh Steelers","pit",2015,16,12,3,"hand notinjuryrelated knee",4,16,0,0,0,0,0,1,1,0,"PIT","1",2,"TE",2007,3,77,79,270,"1983-11-24",4.83,0,0,0,79,270,0,0,1,32,30.4133952892165
"Sean Spence","Pittsburgh Steelers","pit",2015,16,3,1,"hamstring",2,13,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2012,3,86,71,231,"1990-06-07",4.66,7.46,12,119,71,231,4.28,33.5,0,25,32.2144415790518
"Shamarko Thomas","Pittsburgh Steelers","pit",2015,16,2,1,"knee",10,11,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2013,4,111,69,205,"1991-02-23",4.42,0,28,133,69,213,4.26,40.5,0,24,30.2699012812434
"Stephon Tuitt","Pittsburgh Steelers","pit",2015,16,3,2,"knee",7,9,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",2014,2,46,78,303,"1993-05-23",4.92,NA,31,NA,77,304,NA,NA,1,22,35.0113412228797
"Ross Ventrone","Pittsburgh Steelers","pit",2015,16,1,0,"hamstring",5,5,0,0,0,0,0,0,1,0,"PIT","1",1,"DEF",NA,NA,NA,68,190,"1986-09-27",NA,NA,NA,NA,NA,NA,NA,NA,0,29,28.8862456747405
"Michael Vick","Pittsburgh Steelers","pit",2015,16,3,3,"hamstring",7,9,0,0,0,0,0,0,1,0,"PIT","1",1,"QB",2001,1,1,72,210,"1980-06-26",4.33,0,0,0,72,210,0,0,1,35,28.4780092592593
"Markus Wheaton","Pittsburgh Steelers","pit",2015,16,3,0,"chest ankle",3,9,0,0,1,0,0,0,0,1,"PIT","1",2,"WR",2013,3,79,71,185,"1991-02-07",4.45,6.8,20,120,71,189,4.02,37,1,24,25.7994445546519
"DeAngelo Williams","Pittsburgh Steelers","pit",2015,16,2,0,"foot illness",10,14,0,0,0,0,0,0,0,1,"PIT","1",1,"RB",2006,1,27,69,207,"1983-04-25",4.45,0,25,121,69,214,0,35.5,1,32,30.5652173913043
"Kenneth Acker","San Francisco 49ers","sfo",2015,16,3,1,"back chest concussion",4,10,1,0,2,0,0,0,0,0,"SF","1",3,"DEF",2014,6,180,72,195,"1992-02-06",NA,NA,NA,NA,NA,NA,NA,NA,0,23,26.4438657407407
"Arik Armstead","San Francisco 49ers","sfo",2015,16,6,0,"shoulder",11,16,0,1,0,0,0,0,0,0,"SF","1",1,"DEF",2015,1,17,79,290,"1993-11-15",5.06,7.57,24,117,79,292,4.53,34,0,22,32.666239384714
"Blake Bell","San Francisco 49ers","sfo",2015,16,2,0,"back finger",3,12,0,0,1,0,0,1,0,0,"SF","1",2,"TE",2015,4,117,78,260,"1991-08-07",4.8,6.85,14,116,78,252,4.32,33,1,24,30.042735042735
"Antoine Bethea","San Francisco 49ers","sfo",2015,16,9,9,"shoulder",8,16,0,1,0,0,0,0,0,0,"SF","1",1,"DEF",2006,6,207,71,206,"1984-07-27",4.39,6.99,19,127,71,203,4.11,36.5,1,31,28.7280301527475
"Anquan Boldin","San Francisco 49ers","sfo",2015,16,8,2,"hamstring",7,14,0,0,0,0,0,0,1,0,"SF","1",1,"WR",2003,2,54,73,220,"1980-10-03",4.72,7.35,0,114,73,216,4.33,33.5,1,35,29.022330643648
"Alex Boone","San Francisco 49ers","sfo",2015,16,13,3,"shoulder knee triceps",3,16,0,1,0,0,1,0,1,0,"SF","1",3,"OL",NA,NA,NA,79,330,"1987-05-04",5.16,7.83,33,103,79,328,4.69,27.5,1,28,37.171927575709
"NaVorro Bowman","San Francisco 49ers","sfo",2015,16,14,0,"notinjuryrelated shoulder",3,16,0,1,0,0,0,0,0,0,"SF","1",1,"DEF",2010,3,91,73,230,"1988-03-28",4.7,6.91,26,115,72,242,4.59,29.5,1,27,30.3415274910865
"Tramaine Brock","San Francisco 49ers","sfo",2015,16,7,1,"hamstring  shin foot",1,16,0,0,0,0,0,0,2,1,"SF","1",3,"DEF",NA,NA,NA,72,188,"1988-08-20",NA,NA,NA,NA,NA,NA,NA,NA,1,27,25.4945987654321
"Ahmad Brooks","San Francisco 49ers","sfo",2015,16,12,2,"shoulder notinjuryrelated concussion toe",4,16,1,1,0,0,0,0,0,1,"SF","1",3,"DEF",2006,3,1,75,259,"1984-03-14",NA,NA,NA,NA,NA,NA,NA,NA,1,31,32.3692444444444
"Trent Brown","San Francisco 49ers","sfo",2015,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0,"SF","1",1,"OL",2015,7,244,80,380,"1993-04-13",5.21,8.23,20,97,80,355,4.78,23.5,1,22,41.740625
"Reggie Bush","San Francisco 49ers","sfo",2015,16,13,11,"calf knee",2,16,0,0,0,0,0,0,2,0,"SF","1",2,"RB",2006,1,2,72,205,"1985-03-02",4.37,0,0,0,71,201,0,0,1,30,27.7999614197531
"Garrett Celek","San Francisco 49ers","sfo",2015,16,6,5,"concussion ankle",9,16,1,0,0,0,0,0,0,1,"SF","1",2,"TE",NA,NA,NA,77,252,"1988-05-29",NA,NA,NA,NA,NA,NA,NA,NA,0,27,29.8795749704841
"Marcus Cromartie","San Francisco 49ers","sfo",2015,16,1,0,"hip",14,14,0,0,0,1,0,0,0,0,"SF","1",1,"DEF",NA,NA,NA,72,195,"1990-12-03",NA,NA,NA,NA,NA,NA,NA,NA,0,25,26.4438657407407
"Mike Davis","San Francisco 49ers","sfo",2015,16,7,7,"hand",9,15,0,0,0,0,0,1,0,0,"SF","1",1,"RB",2015,4,126,69,220,"1993-02-19",4.61,7,17,116,69,217,4.18,34,0,22,32.4847721067003
"Vernon Davis","San Francisco 49ers","sfo",2015,16,4,2,"knee",4,7,0,0,0,0,0,0,1,0,"SF","1",1,"TE",2006,1,6,75,248,"1984-01-31",4.38,7,33,128,75,254,4.17,42,1,31,30.9944888888889
"Quinton Dial","San Francisco 49ers","sfo",2015,16,5,1,"shoulder back",12,16,0,1,1,0,0,0,0,0,"SF","1",2,"DEF",2013,5,157,77,318,"1990-07-21",5.29,0,0,0,77,318,0,0,1,25,37.7051779389442
"Shaun Draughn","San Francisco 49ers","sfo",2015,16,2,2,"knee",15,16,0,0,0,0,0,0,1,0,"SF","1",1,"RB",NA,NA,NA,72,205,"1987-12-07",4.73,7.15,21,118,71,213,4.2,34,1,27,27.7999614197531
"Bruce Ellington","San Francisco 49ers","sfo",2015,16,6,3,"ankle calf wrist",2,12,0,0,0,0,0,1,1,1,"SF","1",3,"WR",2014,4,106,69,200,"1991-08-22",4.45,6.69,15,120,69,197,3.95,39.5,0,24,29.5316110060912
"Kendall Gaskins","San Francisco 49ers","sfo",2015,16,2,0,"hamstring concussion",13,14,1,0,0,0,0,0,1,0,"SF","1",2,"RB",NA,NA,NA,73,238,"1990-11-04",NA,NA,NA,NA,NA,NA,NA,NA,0,25,31.3968849690373
"Eli Harold","San Francisco 49ers","sfo",2015,16,5,0,"knee shoulder finger",6,16,0,1,0,0,0,1,1,0,"SF","1",3,"OL",2015,3,79,75,255,"1994-01-20",4.6,7.07,0,123,75,247,4.16,35,0,21,31.8693333333333
"Carlos Hyde","San Francisco 49ers","sfo",2015,16,12,9,"quadricep foot",3,16,0,0,0,0,0,0,1,1,"SF","1",2,"RB",2014,2,57,72,229,"1990-09-20",4.62,NA,19,114,72,230,NA,34.5,1,25,31.0545910493827
"Tony Jerod-Eddie","San Francisco 49ers","sfo",2015,16,3,0,"notinjuryrelated hip",8,12,0,0,0,1,0,0,0,0,"SF","1",1,"DEF",NA,NA,NA,76,303,"1990-03-29",NA,NA,NA,NA,NA,NA,NA,NA,1,25,36.8782894736842
"Dontae Johnson","San Francisco 49ers","sfo",2015,16,3,0,"hamstring ankle",12,16,0,0,0,0,0,0,1,1,"SF","1",2,"DEF",2014,4,129,74,200,"1991-12-01",4.41,6.82,12,124,74,200,4.24,38.5,1,24,25.6756756756757
"Colin Kaepernick","San Francisco 49ers","sfo",2015,16,8,7,"righthand leftshoulder shoulder",8,16,0,2,0,0,0,1,0,0,"SF","1",3,"QB",2011,2,36,76,225,"1987-11-03",4.53,6.85,0,115,77,233,4.18,32.5,0,28,27.3848684210526
"Daniel Kilgore","San Francisco 49ers","sfo",2015,16,11,11,"ankle",1,11,0,0,0,0,0,0,0,1,"SF","1",1,"OL",2011,5,163,75,291,"1987-12-18",5.28,7.59,23,105,75,308,4.68,32.5,1,27,36.3685333333333
"Aaron Lynch","San Francisco 49ers","sfo",2015,16,3,2,"concussion",13,15,1,0,0,0,0,0,0,0,"SF","1",1,"DEF",2014,5,150,77,285,"1993-02-08",4.76,NA,18,NA,77,249,NA,NA,1,22,33.7923764547141
"Marcus Martin","San Francisco 49ers","sfo",2015,16,4,2,"ankle concussion",13,16,1,0,0,0,0,0,0,1,"SF","1",2,"OL",2014,3,70,75,330,"1993-11-29",5.38,NA,23,NA,75,320,NA,NA,1,22,41.2426666666667
"L.J. McCray","San Francisco 49ers","sfo",2015,16,10,8,"hip knee",4,16,0,0,0,1,0,0,1,0,"SF","1",2,"DEF",NA,NA,NA,72,210,"1991-06-18",NA,NA,NA,NA,NA,NA,NA,NA,0,24,28.4780092592593
"Vance McDonald","San Francisco 49ers","sfo",2015,16,7,2,"knee chest concussion",3,14,1,0,1,0,0,0,1,0,"SF","1",3,"TE",2013,2,55,76,267,"1990-06-13",4.69,7.08,31,119,76,267,4.53,33.5,1,25,32.4967105263158
"Bruce Miller","San Francisco 49ers","sfo",2015,16,1,0,"foot",16,16,0,0,0,0,0,0,0,1,"SF","1",1,"RB",2011,7,211,73,254,"1987-08-06",4.81,7.05,35,113,73,254,4.34,31,0,28,33.507599924939
"Quinton Patton","San Francisco 49ers","sfo",2015,16,1,0,"concussion",5,5,1,0,0,0,0,0,0,0,"SF","1",1,"WR",2013,4,128,72,204,"1990-08-09",4.53,6.91,8,118,72,204,4.01,33,0,25,27.6643518518519
"Erik Pears","San Francisco 49ers","sfo",2015,16,8,0,"back knee",7,16,0,0,1,0,0,0,1,0,"SF","1",2,"OL",NA,NA,NA,80,316,"1982-06-25",5.12,0,0,0,80,312,0,0,1,33,34.710625
"Bradley Pinion","San Francisco 49ers","sfo",2015,16,1,0,"rightcalf",9,9,0,0,0,0,0,0,1,0,"SF","1",1,"P",2015,5,165,77,229,"1994-06-01",5.18,NA,NA,NA,77,229,NA,NA,0,21,27.1524709057177
"Mike Purcell","San Francisco 49ers","sfo",2015,16,2,0,"shoulder",13,14,0,1,0,0,0,0,0,0,"SF","1",1,"DEF",NA,NA,NA,75,328,"1991-04-20",NA,NA,NA,NA,NA,NA,NA,NA,1,24,40.9927111111111
"Keith Reaser","San Francisco 49ers","sfo",2015,16,4,2,"notinjuryrelated ankle",9,12,0,0,0,0,0,0,0,1,"SF","1",1,"DEF",2014,5,170,72,190,"1991-07-31",4.43,0,22,0,71,189,0,0,0,24,25.7658179012346
"Eric Reid","San Francisco 49ers","sfo",2015,16,7,0,"hip chest shoulder",4,16,0,1,1,1,0,0,0,0,"SF","1",3,"DEF",2013,1,18,73,215,"1991-12-10",4.53,6.99,17,134,73,213,4.22,40.5,1,23,28.3627322199287
"Jerome Simpson","San Francisco 49ers","sfo",2015,16,1,0,"finger",14,14,0,0,0,0,0,1,0,0,"SF","1",1,"WR",2008,2,46,73,193,"1986-02-04",4.42,7.08,0,136,74,199,4.52,37.5,0,29,25.4604991555639
"Torrey Smith","San Francisco 49ers","sfo",2015,16,6,0,"knee back",3,16,0,0,1,0,0,0,1,0,"SF","1",2,"WR",2011,2,58,72,205,"1989-01-26",4.41,6.72,19,126,73,204,4.13,41,1,26,27.7999614197531
"Joe Staley","San Francisco 49ers","sfo",2015,16,9,0,"knee shoulder",5,16,0,1,0,0,0,0,1,0,"SF","1",2,"OL",2007,1,28,77,295,"1984-08-30",4.79,NA,27,NA,78,306,NA,NA,1,31,34.9780738741778
"Jaquiski Tartt","San Francisco 49ers","sfo",2015,16,6,1,"knee ankle",11,16,0,0,0,0,0,0,1,1,"SF","1",2,"DEF",2015,2,46,73,215,"1992-02-18",4.53,NA,NA,124,73,221,NA,NA,1,23,28.3627322199287
"Andrew Tiller","San Francisco 49ers","sfo",2015,16,2,0,"knee",13,14,0,0,0,0,0,0,1,0,"SF","1",1,"OL",2012,6,179,76,324,"1989-05-09",5.44,7.92,16,85,76,324,4.8,23,1,26,39.4342105263158
"Jimmie Ward","San Francisco 49ers","sfo",2015,16,1,0,"elbow",14,14,0,0,0,0,1,0,0,0,"SF","1",1,"DEF",2014,1,30,71,195,"1991-07-18",4.59,NA,9,NA,71,193,NA,NA,1,24,27.1940091251736
"Michael Wilhoite","San Francisco 49ers","sfo",2015,16,5,4,"ankle",12,16,0,0,0,0,0,0,0,1,"SF","1",1,"DEF",NA,NA,NA,72,245,"1986-12-07",NA,NA,NA,NA,NA,NA,NA,NA,1,28,33.2243441358025
"Cliff Avril","Seattle Seahawks","sea",2015,16,7,0,"ankle notinjuryrelated back",7,16,0,0,1,0,0,0,0,1,"SEA","1",2,"DEF",2008,3,92,75,260,"1986-04-08",4.51,6.9,27,117,75,253,4.51,32.5,1,29,32.4942222222222
"Doug Baldwin","Seattle Seahawks","sea",2015,16,3,0,"toe ankle hamstring",10,15,0,0,0,0,0,0,1,2,"SEA","1",3,"WR",NA,NA,NA,70,192,"1988-09-21",NA,NA,NA,NA,NA,NA,NA,NA,1,27,27.5461224489796
"Michael Bennett","Seattle Seahawks","sea",2015,16,13,0,"ankle toe notinjuryrelated",2,16,0,0,0,0,0,0,0,2,"SEA","1",2,"DEF",NA,NA,NA,76,275,"1985-11-13",4.86,NA,24,110,75,274,NA,31,1,30,33.4703947368421
"Justin Britt","Seattle Seahawks","sea",2015,16,1,0,"hip",7,7,0,0,0,1,0,0,0,0,"SEA","1",1,"OL",2014,2,64,78,315,"1991-05-29",5.19,8.14,23,100,78,325,4.69,27.5,1,24,36.3979289940828
"Marcus Burley","Seattle Seahawks","sea",2015,16,5,3,"hand ankle",5,12,0,0,0,0,0,1,0,1,"SEA","1",2,"DEF",NA,NA,NA,70,190,"1990-07-16",NA,NA,NA,NA,NA,NA,NA,NA,0,25,27.2591836734694
"Kam Chancellor","Seattle Seahawks","sea",2015,16,4,3,"shoulder pelvis",7,16,0,1,0,1,0,0,0,0,"SEA","1",2,"DEF",2010,5,133,75,225,"1988-04-03",4.62,7.36,22,116,75,231,4.41,32,1,27,28.12
